,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,creator,subjects,publisher,publicationyear
4811,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Showtime: Magic, Kareem, Riley, and the Los Angeles Lakers Dynasty of the 1980s (unabridged) (Unabridged)",Jeff Pearlman,"Nonfiction, Sports & Recreations","Blackstone Audio, Inc.",2014
4814,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Burning Bridge: Ranger's Apprentice Series, Book 2 (unabridged) (Unabridged)",John A. Flanagan,"Juvenile Fiction, Juvenile Literature, Mythology",Books on Tape,2017
4820,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Skeleton Hill: Peter Diamond Mystery Series, Book 10 (unabridged) (Unabridged)",Peter Lovesey,"Fiction, Thriller","Blackstone Audio, Inc.",2011
4835,Digital,OverDrive,AUDIOBOOK,2018,1,62,"Where'd You Go, Bernadette: A Novel (unabridged) (Unabridged)",Maria Semple,"Fiction, Literature","Blackstone Audio, Inc.",2012
4836,Digital,OverDrive,AUDIOBOOK,2018,1,4,"My Age of Anxiety: Fear, Hope, Dread, and the Search for Peace of Mind (unabridged) (Unabridged)",Scott Stossel,"Biography & Autobiography, Medical, Nonfiction, Psychology",Books on Tape,2014
4838,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The World Broke in Two: Virginia Woolf, T. S. Eliot, D. H. Lawrence, E. M. Forster and the Year That Changed Literature (unabridged) (Unabridged)",Bill Goldstein,"Biography & Autobiography, Literary Criticism, Nonfiction",Macmillan Audio,2017
4849,Digital,OverDrive,AUDIOBOOK,2018,1,2,Communist Manifesto and Social Contract (Unabridged),Ralph Raico,"Nonfiction, Philosophy","Blackstone Audio, Inc.",2008
4854,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Glass Cell (Unabridged),Patricia Highsmith,"Fiction, Literature, Mystery","Blackstone Audio, Inc.",2017
4867,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Shallows: What the Internet Is Doing to Our Brains (unabridged) (Unabridged),Nicholas Carr,"Current Events, Nonfiction","Blackstone Audio, Inc.",2010
4875,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Foolish Games: Out of Bounds Series, Book 2 (unabridged) (Unabridged)",Tracy Solheim,"Erotic Literature, Fiction, Romance","Tantor Media, Inc",2015
4881,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Fall of Moscow Station: Red Cell Series, Book 3 (unabridged) (Unabridged)",Mark Henshaw,"Fiction, Suspense, Thriller","Dreamscape Media, LLC",2017
4912,Digital,OverDrive,AUDIOBOOK,2018,1,3,Finding God in the Waves: How I Lost My Faith and Found it Again Through Science (unabridged) (Unabridged),Mike McHargue,"Biography & Autobiography, Nonfiction, Religion & Spirituality","Tantor Media, Inc",2016
4919,Digital,OverDrive,AUDIOBOOK,2018,1,5,Midnight in the Garden of Good and Evil (Unabridged),John Berendt,"Fiction, Literature",Books on Tape,2012
4930,Digital,OverDrive,AUDIOBOOK,2018,1,1,Black Monday: A Novel (unabridged) (Unabridged),R. Scott Reiss,"Fiction, Suspense","Blackstone Audio, Inc.",2007
4936,Digital,OverDrive,AUDIOBOOK,2018,1,6,"One, Two, Buckle My Shoe: Hercule Poirot Series, Book 22 (unabridged) (Unabridged)",Agatha Christie,"Fiction, Mystery",HarperCollins Publishers Inc.,2017
4942,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Heart and the Fist: The Education of a Humanitarian, the Making of a Navy SEAL (unabridged) (Unabridged)",Eric Greitens,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2014
4967,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Story of a Marriage: A Novel (unabridged) (Unabridged),Andrew Sean Greer,"Fiction, Literature",Macmillan Audio,2008
4973,Digital,OverDrive,AUDIOBOOK,2018,1,1,Beach Music: A Novel (unabridged) (Unabridged),Pat Conroy,"Fiction, Literature",Books on Tape,2009
4981,Digital,OverDrive,AUDIOBOOK,2018,1,4,"City of Heavenly Fire: Shadowhunters: The Mortal Instruments Series, Book 6 (unabridged) (Unabridged)",Cassandra Clare,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2015
4985,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Stormbreaker: Alex Rider Series, Book 1 (unabridged) (Unabridged)",Anthony Horowitz,"Thriller, Young Adult Fiction",Books on Tape,2010
5001,Digital,OverDrive,AUDIOBOOK,2018,1,4,Ascension of Larks (Unabridged),Rachel Linden,"Fiction, Literature, Romance",Thomas Nelson Inc.,2017
5011,Digital,OverDrive,AUDIOBOOK,2018,1,10,Strange Dogs: An Expanse Novella (unabridged) (Unabridged),James S. A. Corey,"Fiction, Science Fiction","Blackstone Audio, Inc.",2017
5041,Digital,OverDrive,AUDIOBOOK,2018,1,3,Dr. Blair's Italian In No Time: The Revolutionary New Language Instruction Method That's Proven to Work! (unabridged) (Unabridged),Robert Blair,"Foreign Language Study, Foreign Language Study - Italian, Nonfiction",Gildan Media Corp,2008
5051,Digital,OverDrive,AUDIOBOOK,2018,1,6,Unf*ck Your Habitat: You're Better Than Your Mess (unabridged) (Unabridged),Rachel Hoffman,"Home Design & Décor, Nonfiction, Self-Improvement","Tantor Media, Inc",2017
5060,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Privileged to Kill: Bill Gastner Mystery Series, Book 5 (unabridged) (Unabridged)",Steven F. Havill,"Fiction, Mystery",Books In Motion,2005
5071,Digital,OverDrive,AUDIOBOOK,2018,1,5,"The Wild Shore: Three Californias Triptych Series, Book 1 (unabridged) (Unabridged)",Kim Stanley Robinson,"Fiction, Non-English Fiction, Science Fiction","Blackstone Audio, Inc.",2015
5074,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Pawn of Prophecy: The Belgariad Series, Book 1 (unabridged) (Unabridged)",David Eddings,"Fantasy, Fiction",Books In Motion,2008
5092,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Actual One: How I Tried, and Failed, to Avoid Adulthood Forever (unabridged) (Unabridged)",Isy Suttie,"Biography & Autobiography, Humor (Nonfiction), Nonfiction, Performing Arts",HarperCollins Publishers Inc.,2017
5111,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Epic Measures: One Doctor, Seven Billion Patients (unabridged) (Unabridged)",Jeremy N. Smith,"Health & Fitness, Nonfiction, Self-Improvement",HarperCollins Publishers Inc.,2015
5121,Digital,OverDrive,AUDIOBOOK,2018,1,1,Kamasutra (Unabridged),Patrick Martinez Bournat,"Classic Literature, Erotic Literature, Fiction",Compagnie du Savoir,2017
5132,Digital,OverDrive,AUDIOBOOK,2018,1,16,"Eragon: Inheritance Cycle, Book 1 (unabridged) (Unabridged)",Christopher Paolini,"Fantasy, Young Adult Fiction",Books on Tape,2006
5133,Digital,OverDrive,AUDIOBOOK,2018,1,1,In-Flight Czech (Unabridged),Living Language,"Foreign Language Study, Nonfiction",Books on Tape,2006
5137,Digital,OverDrive,AUDIOBOOK,2018,1,5,Prophet's Prey: My Seven-Year Investigation into Warren Jeffs and the Fundamentalist Church of Latter-Day Saints (unabridged) (Unabridged),Sam Brower,"Nonfiction, Religion & Spirituality",HighBridge Company,2012
5140,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Three-Ring Rascals, Books 3-4 (Unabridged)",Kate Klise,Juvenile Fiction,Books on Tape,2015
5142,Digital,OverDrive,AUDIOBOOK,2018,1,2,"A Pelican at Blandings: Blandings Series, Book 9 (unabridged) (Unabridged)",P. G. Wodehouse,"Classic Literature, Fiction, Humor (Fiction)","Blackstone Audio, Inc.",2008
5147,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Thirty-Three Teeth: Dr. Siri Paiboun Series, Book 2 (unabridged) (Unabridged)",Colin Cotterill,"Fiction, Mystery","Blackstone Audio, Inc.",2011
5148,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Golden Notebook (Unabridged),Doris Lessing,"Fiction, Literature","Naxos of America, Inc.",2013
5150,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Indigo, Crystal and Rainbow Children: A Guide to the New Generations of Highly Sensitive Young People (unabridged) (Unabridged)","Doreen Virtue, Ph.D.","New Age, Nonfiction",Hay House,2007
5153,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Clown of God (Unabridged),Tomie dePaola,Juvenile Fiction,"Weston Woods Studios Inc., a subsidiary of Scholastic Inc.",2012
5161,Digital,OverDrive,AUDIOBOOK,2018,1,10,"Along Came a Spider: Alex Cross Series, Book 1 (unabridged) (Unabridged)",James Patterson,"Fiction, Mystery","Blackstone Audio, Inc.",2014
5165,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Shakespeare's Champion: Lily Bard Mystery Series, Book 2 (unabridged) (Unabridged)",Charlaine Harris,"Fiction, Mystery","Recorded Books, LLC",2016
5170,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Release Me: Stark Trilogy, Book 1 (unabridged) (Unabridged)",J. Kenner,"Erotic Literature, Fiction, Romance",Books on Tape,2013
5174,Digital,OverDrive,AUDIOBOOK,2018,1,3,Princes at War: The Bitter Battle Inside Britain's Royal Family in the Darkest Days of WWII (unabridged) (Unabridged),Deborah Cadbury,"Biography & Autobiography, History, Nonfiction","Tantor Media, Inc",2015
5175,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia (unabridged) (Unabridged)",Janet Wallach,"Biography & Autobiography, History, Nonfiction",Books on Tape,2012
5188,Digital,OverDrive,AUDIOBOOK,2018,1,1,Escape (Unabridged),James Clavell,"Fiction, Literature",Books on Tape,2013
5192,Digital,OverDrive,AUDIOBOOK,2018,1,3,Timeless Classics (Unabridged),James Thurber,"Classic Literature, Fiction, Short Stories","Symphony Space, Inc",2009
5193,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Countdown: Taking Trilogy Series, Book 3 (unabridged) (Unabridged)",Kimberly Derting,"Romance, Science Fiction, Young Adult Fiction, Young Adult Literature",HarperCollins Publishers Inc.,2016
5203,Digital,OverDrive,AUDIOBOOK,2018,1,4,Japanese (Unabridged),HarperCollins Publishers,"Foreign Language, Foreign Language Study, Nonfiction",HarperCollins Publishers Ltd.,2009
5235,Digital,OverDrive,AUDIOBOOK,2018,1,8,"Surrender, New York: A Novel (unabridged) (Unabridged)",Caleb Carr,"Fiction, Literature, Mystery, Thriller","Blackstone Audio, Inc.",2016
5246,Digital,OverDrive,AUDIOBOOK,2018,1,2,Eclipse: A Thriller (unabridged) (Unabridged),Richard North Patterson,"Fiction, Thriller",Macmillan Audio,2009
5251,Digital,OverDrive,AUDIOBOOK,2018,1,7,"To Be Where You Are: Mitford Series, Book 14 (unabridged) (Unabridged)",Jan Karon,"Fiction, Literature",Books on Tape,2017
5257,Digital,OverDrive,AUDIOBOOK,2018,1,4,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood (unabridged) (Unabridged),Lisa Damour,"Family & Relationships, Nonfiction",Books on Tape,2016
5281,Digital,OverDrive,AUDIOBOOK,2018,1,3,"A Fine Summer's Day: Inspector Ian Rutledge Mystery Series, Book 17 (unabridged) (Unabridged)",Charles Todd,"Fiction, Historical Fiction, Mystery",HarperCollins Publishers Inc.,2015
5282,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Golden City: Fourth Realm Trilogy, Book 3 (unabridged) (Unabridged)",John Twelve Hawks,"Fiction, Science Fiction, Suspense, Thriller",Books on Tape,2009
5296,Digital,OverDrive,AUDIOBOOK,2018,1,14,One Hundred Years of Solitude (Unabridged),Gabriel Garcia Marquez,"Fiction, Literature","Blackstone Audio, Inc.",2014
5319,Digital,OverDrive,AUDIOBOOK,2018,1,1,Airman (Unabridged),Eoin Colfer,"Juvenile Fiction, Juvenile Literature",Books on Tape,2007
5320,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Stoned: Jewelry, Obsession, and How Desire Shapes the World (unabridged) (Unabridged)",Aja Raden,"Art, Nonfiction","Tantor Media, Inc",2016
5322,Digital,OverDrive,AUDIOBOOK,2018,1,3,More Malice Domestic: An Anthology of Original Mystery Stories (unabridged) (Unabridged),Mary Higgins Clark,"Fiction, Mystery, Short Stories","Phoenix Books, Inc.",2008
5324,Digital,OverDrive,AUDIOBOOK,2018,1,1,Me and the Devil: A Novel (unabridged) (Unabridged),Nick Tosches,"Fiction, Literature, Suspense","Dreamscape Media, LLC",2012
5360,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Time Keeper (Unabridged),Mitch Albom,"Fiction, Literature",Hachette Audio,2012
5379,Digital,OverDrive,AUDIOBOOK,2018,1,1,Home Safe: A Novel (unabridged) (Unabridged),Elizabeth Berg,"Fiction, Literature",Books on Tape,2009
5385,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Liberator: One World War II Soldier's 500-Day Odyssey from the Beaches of Sicily to the Gates of Dachau (unabridged) (Unabridged),Alex Kershaw,"History, Military, Nonfiction",Books on Tape,2013
5403,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Fallen in Love: Fallen Series, Book 3.5 (unabridged) (Unabridged)",Lauren Kate,"Fantasy, Romance, Young Adult Fiction",Books on Tape,2012
5429,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Grief Works: Stories of Life, Death, and Surviving (unabridged) (Unabridged)",Julia Samuel,"Family & Relationships, Nonfiction, Psychology",Simon & Schuster - All Library,2018
5471,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Long and Faraway Gone (Unabridged),Lou Berney,"Fiction, Mystery, Suspense, Thriller","Blackstone Audio, Inc.",2016
5487,Digital,OverDrive,AUDIOBOOK,2018,1,9,The Templars: The Rise and Spectacular Fall of God's Holy Warriors (unabridged) (Unabridged),Dan Jones,"History, Military, Nonfiction, Religion & Spirituality",Books on Tape,2017
5499,Digital,OverDrive,AUDIOBOOK,2018,1,3,American Buffalo (Unabridged),David Mamet,"Drama, Fiction",L.A. Theatre Works,2016
5513,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Rest Is Noise: Listening to the Twentieth Century (unabridged) (Unabridged),Alex Ross,"Music, Nonfiction","Blackstone Audio, Inc.",2008
5517,Digital,OverDrive,AUDIOBOOK,2018,1,1,The China Price: The True Cost of Chinese Competitive Advantage (unabridged) (Unabridged),Alexandra Harney,"Nonfiction, Politics","Tantor Media, Inc",2009
5526,Digital,OverDrive,AUDIOBOOK,2018,1,5,Love Does: Discover a Secretly Incredible Life in an Ordinary World (unabridged) (Unabridged),Bob Goff,"Nonfiction, Religion & Spirituality",Thomas Nelson Inc.,2012
5528,Digital,OverDrive,AUDIOBOOK,2018,1,3,"First Among Sequels: Thursday Next Series, Book 5 (unabridged) (Unabridged)",Jasper Fforde,"Fiction, Mystery","Recorded Books, LLC",2017
5545,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Fifth Trimester: The Working Mom's Guide to Style, Sanity, and Big Success After Baby (unabridged) (Unabridged)",Lauren Smith Brody,"Business, Economics, Family & Relationships, Nonfiction",Books on Tape,2017
5554,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Little Red Chairs: A Novel (unabridged) (Unabridged),Edna O'Brien,"Fiction, Literature","Blackstone Audio, Inc.",2016
5556,Digital,OverDrive,AUDIOBOOK,2018,1,1,Joe Ledger: The Missing Files (unabridged) (Unabridged),Jonathan Maberry,"Fiction, Horror, Thriller","Blackstone Audio, Inc.",2013
5563,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Leopard (Unabridged),Giuseppe Tomasi di Lampedusa,"Classic Literature, Fiction","Naxos of America, Inc.",2013
5567,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Horde: Razorland Series, Book 3 (unabridged) (Unabridged)",Ann Aguirre,"Fantasy, Science Fiction & Fantasy, Young Adult Fiction, Young Adult Literature",Macmillan Audio,2013
5569,Digital,OverDrive,AUDIOBOOK,2018,1,1,Miss Fortune: Fresh Perspectives on Having It All from Someone Who Is Not Okay (unabridged) (Unabridged),Lauren Weedman,"Humor (Nonfiction), Nonfiction","Tantor Media, Inc",2016
5571,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Two Brides Too Many: The Sinclair Sisters of Cripple Creek Series, Book 1 (unabridged) (Unabridged)",Mona Hodgson,"Christian Fiction, Fiction, Historical Fiction, Romance",Books on Tape,2013
5588,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Strange Case of Origami Yoda: Origami Yoda Series, Book 1 (unabridged) (Unabridged)",Tom Angleberger,"Humor (Fiction), Juvenile Fiction","Recorded Books, LLC",2015
5598,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Kiss and The Duel and Other Stories (Unabridged),Anton Chekhov,"Classic Literature, Fiction","Blackstone Audio, Inc.",2011
5606,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Games to Keep the Dark Away: Sharon McCone Mystery Series, Book 4 (unabridged) (Unabridged)",Marcia Muller,"Fiction, Mystery","Blackstone Audio, Inc.",2012
5616,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Only Love Today: Reminders to Breathe More, Stress Less, and Choose Love (unabridged) (Unabridged)",Rachel Macy Stafford,"Family & Relationships, Nonfiction, Religion & Spirituality",Zondervan,2017
5620,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Seventh Grave and No Body: Charley Davidson Series, Book 7 (unabridged) (Unabridged)",Darynda Jones,"Fantasy, Fiction, Mystery",Macmillan Audio,2014
5645,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Nobody: Casualties of America's War on the Vulnerable, from Ferguson to Flint and Beyond (unabridged) (Unabridged)",Marc Lamont Hill,"Nonfiction, Sociology","Blackstone Audio, Inc.",2017
5646,Digital,OverDrive,AUDIOBOOK,2018,1,1,Shirley Jones: A Memoir (unabridged) (Unabridged),Shirley Jones,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2014
5664,Digital,OverDrive,AUDIOBOOK,2018,1,5,Dragons at Crumbling Castle: And Other Tales (unabridged) (Unabridged),Terry Pratchett,"Fantasy, Humor (Fiction), Juvenile Fiction, Short Stories",Books on Tape,2015
5669,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Racing the Devil: Inspector Ian Rutledge Mystery Series, Book 19 (unabridged) (Unabridged)",Charles Todd,"Fiction, Historical Fiction, Mystery",HarperCollins Publishers Inc.,2017
5696,Digital,OverDrive,AUDIOBOOK,2018,1,1,Love and Sex with Robots: The Evolution of Human-Robot Relationships (unabridged) (Unabridged),David Levy,"Nonfiction, Technology","Blackstone Audio, Inc.",2009
5706,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Clean Protein: The Revolution that Will Reshape Your Body, Boost Your Energyand Save Our Planet (unabridged) (Unabridged)",Kathy Freston,"Business, Health & Fitness, Nonfiction","Blackstone Audio, Inc.",2018
5707,Digital,OverDrive,AUDIOBOOK,2018,1,10,"Wolves of the Calla: The Dark Tower Series, Book 5 (unabridged) (Unabridged)",Stephen King,"Fantasy, Fiction, Literature, Thriller",Simon & Schuster - All Library,2016
5710,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Messenger of Fear: Messenger of Fear Series, Book 1 (unabridged) (Unabridged)",Michael Grant,"Fantasy, Young Adult Fiction",HarperCollins Publishers Inc.,2014
5715,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Trickster's Queen: Tortall: Daughter of the Lioness Series, Book 2 (unabridged) (Unabridged)",Tamora Pierce,"Fantasy, Young Adult Fiction",Books on Tape,2007
5733,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Undone: Outcast Season Series, Book 1 (unabridged) (Unabridged)",Rachel Caine,"Fantasy, Fiction",Books on Tape,2010
5745,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Fullness of Time (Unabridged),Kate Wilhelm,"Fiction, Mystery, Science Fiction, Suspense","Blackstone Audio, Inc.",2012
5746,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Red Cat: John March Series, Book 3 (unabridged) (Unabridged)",Peter Spiegelman,Fiction,"Phoenix Books, Inc.",2008
5759,Digital,OverDrive,AUDIOBOOK,2018,1,1,Mermaids in Paradise (Unabridged),Lydia Millet,"Fiction, Humor (Fiction), Literature","Dreamscape Media, LLC",2014
5781,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Life and Works of William Butler Yeats (Unabridged),John Kavanagh,"Fiction, Poetry","Naxos of America, Inc.",2005
5782,Digital,OverDrive,AUDIOBOOK,2018,1,12,Testimony (Unabridged),Scott Turow,"Fiction, Literature, Mystery, Thriller","Blackstone Audio, Inc.",2017
5804,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Bomb Maker (Unabridged),Thomas Perry,"Fiction, Suspense, Thriller",HighBridge Company,2018
5805,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Cave of Wonders: Infinity Ring Series, Book 5 (unabridged) (Unabridged)",Matt Kirby,"Historical Fiction, Juvenile Fiction, Science Fiction",Scholastic Inc. Audiobooks,2013
5812,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Necessary Endings: The Employees, Businesses, and Relationships That All of Us Have to Give Up in Order to Move Forward (unabridged) (Unabridged)",Henry Cloud,"Business, Nonfiction",HarperCollins Publishers Inc.,2011
5815,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Last Minute: Sam Capra Series, Book 2 (unabridged) (Unabridged)",Jeff Abbott,"Fiction, Thriller","Blackstone Audio, Inc.",2012
5865,Digital,OverDrive,AUDIOBOOK,2018,1,6,A Thousand Naked Strangers: A Paramedic's Wild Ride to the Edge and Back (unabridged) (Unabridged),Kevin Hazzard,"Biography & Autobiography, Medical, Nonfiction",Simon & Schuster - All Library,2016
5887,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer (unabridged) (Unabridged)",Anne-Marie O'Connor,"Art, Nonfiction","Tantor Media, Inc",2015
5891,Digital,OverDrive,AUDIOBOOK,2018,1,20,Rising Strong as a Spiritual Practice (Unabridged),Brené Brown,"Nonfiction, Self Help","Sounds True, Inc",2017
5904,Digital,OverDrive,AUDIOBOOK,2018,1,1,Talon of God (Unabridged),Wesley Snipes,"African American Fiction, Fantasy, Fiction, Literature",HarperCollins Publishers Inc.,2017
5943,Digital,OverDrive,AUDIOBOOK,2018,1,1,"She's No Faerie Princess: The Others Series, Book 10 (unabridged) (Unabridged)",Christine Warren,"Fantasy, Fiction, Romance","Tantor Media, Inc",2011
5950,Digital,OverDrive,AUDIOBOOK,2018,1,1,How We Got to Now: Six Innovations That Made the Modern World (unabridged) (Unabridged),Steven Johnson,"Nonfiction, Technology",Books on Tape,2014
5951,Digital,OverDrive,AUDIOBOOK,2018,1,11,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life (unabridged) (Unabridged),Jen Hatmaker,"Family & Relationships, Humor (Nonfiction), Nonfiction, Religion & Spirituality",Thomas Nelson Inc.,2017
5956,Digital,OverDrive,AUDIOBOOK,2018,1,41,"Go Set a Watchman: To Kill a Mockingbird Series, Book 2 (unabridged) (Unabridged)",Harper Lee,"Fiction, Historical Fiction",HarperCollins Publishers Inc.,2015
5968,Digital,OverDrive,AUDIOBOOK,2018,1,2,Age of Blood: A SEAL Team 666 Novel (unabridged) (Unabridged),Weston Ochse,"Fantasy, Fiction, Suspense, Thriller","Blackstone Audio, Inc.",2014
5984,Digital,OverDrive,AUDIOBOOK,2018,1,3,Locomotive (Unabridged),Brian Floca,"History, Juvenile Nonfiction, Transportation","Dreamscape Media, LLC",2014
5988,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Full Assault Mode: Delta Force Series, Book 3 (unabridged) (Unabridged)",Dalton Fury,"Fiction, Literature, Thriller",Macmillan Audio,2014
6005,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Zhivago Affair: The Kremlin, the CIA, and the Battle over a Forbidden Book (unabridged) (Unabridged)",Peter Finn,"History, Nonfiction",HighBridge Company,2014
6015,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Independence of Miss Mary Bennet (Unabridged),Colleen McCullough,"Fiction, Literature","Blackstone Audio, Inc.",2009
6027,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Best-Laid Plants: Potting Shed Mystery Series, Book 6 (unabridged) (Unabridged)",Marty Wingate,"Fiction, Mystery","Tantor Media, Inc",2017
6033,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Thomas Berryman Number (Unabridged),James Patterson,"Fiction, Mystery",Hachette Audio,2009
6042,Digital,OverDrive,AUDIOBOOK,2018,1,1,People Are Idiots and I Can Prove It!: The 10 Ways You Are Sabotaging Yourself and How You Can Overcome Them (unabridged) (Unabridged),Larry Winget,"Nonfiction, Self-Improvement",Books on Tape,2009
6051,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Love and Other Scandals: Scandalous Series, Book 1 (unabridged) (Unabridged)",Caroline Linden,"Fiction, Historical Fiction, Romance","Tantor Media, Inc",2014
6055,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Profiteers: Bechtel and the Men Who Built the World (unabridged) (Unabridged),Sally Denton,"Biography & Autobiography, Business, History, Nonfiction","Blackstone Audio, Inc.",2016
6063,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Horizon: The Sharing Knife Series, Book 4 (unabridged) (Unabridged)",Lois McMaster Bujold,"Fantasy, Fiction","Blackstone Audio, Inc.",2009
6066,Digital,OverDrive,AUDIOBOOK,2018,1,1,With Wings Like Eagles (Unabridged),Michael Korda,"History, Nonfiction",Books on Tape,2009
6072,Digital,OverDrive,AUDIOBOOK,2018,1,2,A Sand County Almanac (Unabridged),Aldo Leopold,"Nature, Nonfiction",HighBridge Company,2017
6091,Digital,OverDrive,AUDIOBOOK,2018,1,1,A Short History of Ireland (Unabridged),Jonathan Bardon,"History, Nonfiction",Random House Group Limited,2008
6101,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Because it is My Blood: Birthright Series, Book 2 (unabridged) (Unabridged)",Gabrielle Zevin,"Romance, Science Fiction & Fantasy, Suspense, Young Adult Fiction",Macmillan Audio,2012
6105,Digital,OverDrive,AUDIOBOOK,2018,1,1,A Fiery Peace in a Cold War: Bernard Schriever and the Ultimate Weapon (unabridged) (Unabridged),Neil Sheehan,"History, Nonfiction",Books on Tape,2009
6117,Digital,OverDrive,AUDIOBOOK,2018,1,1,Tyndale: The Man Who Gave God an English Voice (unabridged) (Unabridged),David Teems,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2012
6126,Digital,OverDrive,AUDIOBOOK,2018,1,1,God's Battalions: The Case for the Crusades (unabridged) (Unabridged),Rodney Stark,"History, Nonfiction","Tantor Media, Inc",2012
6136,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Someone Comes to Town, Someone Leaves Town (Unabridged)",Cory Doctorow,"Fantasy, Fiction, Science Fiction","Blackstone Audio, Inc.",2015
6148,Digital,OverDrive,AUDIOBOOK,2018,1,1,Darkwater: Voices from within the Veil (unabridged) (Unabridged),W. E. B. Du Bois,"Nonfiction, Sociology","Blackstone Audio, Inc.",2015
6165,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Confucius, Lao Tzu, and Chinese Philosophy (Unabridged)",Prof. Crispin Sartwell,"Nonfiction, Philosophy","Blackstone Audio, Inc.",2008
6172,Digital,OverDrive,AUDIOBOOK,2018,1,1,Don't Go (Unabridged),Lisa Scottoline,"Fiction, Suspense, Thriller",Macmillan Audio,2013
6180,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Queen's Accomplice: Maggie Hope Series, Book 6 (unabridged) (Unabridged)",Susan Elia MacNeal,"Fiction, Historical Fiction, Mystery",Books on Tape,2016
